,r,delay,repetition,avgtime,congested,congested_ratio,f,informed
0,75,5,0,1.3949939197026286,False,False,0.0,0.0
1,75,5,1,1.3858560014432186,False,False,0.0,0.0
2,75,5,2,1.3841892868101384,False,False,0.0,0.0
3,75,5,3,1.3852661556551558,False,False,0.0,0.0
4,75,5,4,1.3825850892425513,False,False,0.0,0.0
5,75,5,5,1.3788445002522116,False,False,0.0,0.0
6,75,5,6,1.3837717555788074,False,False,0.0,0.0
7,75,5,7,1.3800838239692048,False,False,0.0,0.0
8,75,5,8,177.15693989431455,True,True,0.0,0.0
9,75,5,9,1.3824455138136431,False,False,0.0,0.0
10,75,5,10,1.478622789062765,False,False,0.0,0.0
11,75,5,11,1.3890037983712855,False,False,0.0,0.0
12,75,5,12,1.3800219030095318,False,False,0.0,0.0
13,75,5,13,1.3812778184069192,False,False,0.0,0.0
14,75,5,14,1.3839545253806897,False,False,0.0,0.0
15,75,5,15,1.3774968465177309,False,False,0.0,0.0
16,75,5,16,1.3794863619661095,False,False,0.0,0.0
17,75,5,17,1.3837649651379835,False,False,0.0,0.0
18,75,5,18,1.3825206058626958,False,False,0.0,0.0
19,75,5,19,1.3760072796600786,False,False,0.0,0.0
20,75,5,20,1.3892378749073842,False,False,0.0,0.0
21,75,5,21,1.3799004100633867,False,False,0.0,0.0
22,75,5,22,1.3935254172086011,False,False,0.0,0.0
23,75,5,23,1.37486844374336,False,False,0.0,0.0
24,75,5,24,1.3775325274250922,False,False,0.0,0.0
25,75,5,25,1.397775348021714,False,False,0.0,0.0
26,75,5,26,1.3786489906134098,False,False,0.0,0.0
27,75,5,27,1.3821528860877228,False,False,0.0,0.0
28,75,5,28,1.3863663725306885,False,False,0.0,0.0
29,75,5,29,1.387003142590456,False,False,0.0,0.0
30,75,5,30,1.377424683081124,False,False,0.0,0.0
31,75,5,31,1.3922199275704772,False,False,0.0,0.0
32,75,5,32,1.3838325720428777,False,False,0.0,0.0
33,75,5,33,1.3869551791799657,False,False,0.0,0.0
34,75,5,34,1.374656793911731,False,False,0.0,0.0
